ID trait1 trait2 covariate1 covariate2  
A563 1 4.29766175658871 -0.197187505184427 1.8232356774025
A564 1 2.54685362538014 0.140881443003136 -1.04183434568275
A565 0 1.28145092886972 -0.716761432514761 -0.531364095551113
A566 0 -0.571656023881331 -0.900721101736726 -1.02080732129852
A567 0 3.80740955878211 1.31506199117232 -0.190327915014853
A568 0 1.48012207635239 -1.06453429588988 -1.00354245747877
A569 0 -0.298661275504326 -1.53228747965986 -0.0483391568350741
A570 0 0.619010365702493 1.24063495585641 -0.730043321501797
A571 0 0.384298416290282 -0.312133763999039 -0.0638402809102702
A572 0 1.22033374308583 -0.427580248923948 -0.888895965439243
A573 1 4.94984228673221 -0.140851125899045 1.56301030607424
A574 0 2.53437232260769 0.551765318182571 -0.599406541710634
A575 1 5.3051430761203 2.60285546475132 0.369108180167669
A576 0 -0.199022142474325 0.0682853089539476 -0.093818477562189
A577 0 3.0003526168235 1.4709763620388 -0.120743174739355
A578 0 3.41928071325417 0.946755242481787 -1.01758146654639
A579 0 1.32571894443349 0.19485067846704 1.32117068132987
A580 1 5.75444522312057 0.319241887823411 -0.179543888501192
A581 0 1.55462050815485 -0.499030733526452 -0.779256083863446
A582 0 0.13494549453896 -1.60798114288876 -1.29139954580362
A583 0 -0.821733197619532 -1.01093599551329 -0.0702948489886966
A584 1 1.75926746055155 -0.106093882872714 0.560916576395809
A585 0 0.788534701975086 -0.0149330340454266 0.46170566317894
A586 0 1.17253678596991 -0.681561099621992 0.991479836022423
A587 0 1.49875310258719 0.448439563443374 -0.896884209910904
A588 1 6.6357079909996 0.603855206536969 2.54986750727609
A589 1 4.43973119607353 0.623320172603426 0.17003566836888
A590 0 -0.0894633137168792 -0.530653123443119 0.629375588749386
A591 1 3.67672963650116 0.553823850566373 0.836355508396742
A592 0 1.52303045993725 -0.93073645952337 0.38631510120971
A593 0 2.1963580282207 0.317692590758143 0.2672959132225
A594 1 4.59833909191333 0.562932982572196 0.64799504846133
A595 0 0.171510566862567 -0.699762224956205 -0.156410792324623
A596 0 0.193313878724866 -0.237149498146414 -0.523985920912595
A597 0 4.05022297858561 0.299793428562117 1.52843668646274
A598 0 -0.602606882375261 -0.472538898473543 -0.202998414882719
A599 0 0.695520276105958 -1.27378740842783 0.0367309471775298
A600 0 1.46436486017234 -0.689084649856791 -0.118998344872422
A601 0 0.306081816930777 -1.01604592012601 0.0948114984847652
A602 1 4.6256031104996 0.680013189503506 2.03994052582169
A603 0 0.0140113842077911 0.800227870521793 -0.658005846748009
A604 0 -0.259141278999472 -0.622374431777719 0.047572690275742
A605 0 1.71608074352017 -0.675472174366321 -0.0986984809607557
A606 0 3.28782922051886 1.20905061240406 0.145523087352985
A607 1 3.24662891558707 0.56395464096973 -0.169748554219862
A608 0 1.05822723202228 -0.127238308742979 -0.475343587999818
A609 0 1.08235149169591 0.275582852870428 -0.0168890677628716
A610 1 4.11953273645386 0.77175173424518 -0.064880191552061
A611 1 5.0079913581069 0.200878696024553 1.60354700749522
A612 1 3.67536217151611 0.778745714198484 -0.226885214550246
A613 0 -0.57321227198475 -0.998845179142741 0.0667740277660596
A614 1 3.96656620212112 1.23102644199651 -1.29722115687041
A615 0 2.31826742447755 0.0994733192984907 0.0791397221463627
A616 0 -0.921120769226517 -0.763962773200813 -0.0583217589874922
A617 1 5.63871632371021 2.41373022750075 0.121775675517473
A618 0 1.79377681445743 0.165506488744103 0.960091586842943
A619 1 3.97625652596169 0.379124764474686 0.717214389797924
A620 1 4.93936168005124 1.22362268826826 1.85631861343254
A621 0 -1.08298361391569 -1.46213860945963 -0.384678885676318
A622 0 -0.292082329472886 -1.42963202578308 1.75873699971136
A623 1 4.48492664874284 1.36805534736332 0.418308291816544
A624 0 1.41419188005376 0.951727796696731 -1.05007157206292
A625 0 3.25369834681324 0.317098904063602 -0.271209272242955
A626 0 2.88305900597474 1.18513704207614 -0.368571915612856
A627 1 3.76249884784232 -1.10624085329473 -0.291946094262214
A628 0 1.81263555380221 0.539351430152978 -0.080563224032738
A629 0 1.21127100866266 0.71850569647656 -0.814816582387324
A630 0 0.610516375029933 0.09049478190465 0.339941503344266
A631 1 3.92547351215698 0.339319403777717 0.618799805049273
A632 1 4.42224286711467 1.17871746006965 0.989611112725173
A633 1 5.34724192693028 1.95011160473455 0.607857790354409
A634 0 -1.88579199463311 -0.272484160345384 -1.81278004999404
A635 0 2.321366515595 2.48724145596611 -2.85626660398833
A636 1 2.59188873597925 0.0168604822845002 0.11205181844137
A637 0 2.79707658246402 0.71450372406854 0.388822114460047
A638 0 1.74427952510741 0.741080337717222 -0.155748011350018
A639 0 -0.100579679726212 -1.15146040253686 1.07810248842972
A640 0 1.71023493444 -0.04331621893471 1.20063114913469
A641 0 -0.105664554733903 -0.446413505892485 0.373796552273507
A642 1 3.68601047867819 -0.831719544830061 -0.325464464246992
A643 1 3.05572040043206 0.0385340074184711 0.0142102500256901
A644 0 0.337952357879056 0.229917828594035 0.613029569067764
A645 1 3.15334444860347 2.1758988715833 -1.44367498425246
A646 1 4.66313605284224 -0.373301283153371 0.844295008782173
A647 0 0.39388242429207 -0.455928710586894 -0.687654590546734
A648 0 1.44261468004795 0.542940265009231 -1.06385473938412
A649 0 2.47770793928142 1.27989318360768 -0.0827266367453903
A650 1 5.74325009320013 1.48029840512576 1.17952221819596
A651 1 3.77096560498197 0.342565148913148 0.806865509689936
A652 1 6.04526100757047 2.33776484103173 -0.800985971010368
A653 0 3.45631642583545 -0.313344654649351 2.62245510493209
A654 0 -1.31141551085987 -1.83540789497188 0.104383499827272
A655 0 -0.970073532530772 -0.957833192928129 2.03772353430739
A656 0 -1.43778094114809 -1.87870304364023 -1.89491240995443
A657 1 3.46342922205714 0.446176007472071 0.605601765181723
A658 0 -1.26346556687609 -0.748378983181442 -0.891028888003589
A659 0 1.7132764114718 1.4753425566755 -1.07630926918521
A660 0 1.01954283322599 0.733775906551748 -1.06085006832049
A661 1 3.9805139743068 0.897465076003238 0.110738672873401
A662 0 1.56487148615694 0.534326047938344 -1.19044627708913
A663 1 6.00726070090206 2.35578969167284 -0.303647177092065
A664 0 -0.786011837070703 -0.74792672267919 0.718216845353249
A665 0 0.376947930025626 -0.197956888773462 0.697295794261396
A666 0 2.25851965935461 1.5434919580385 -0.865999677853742
A667 0 1.19699387307266 -1.05781613414053 0.554437335244104
A668 0 0.924070763297401 -0.420219773594409 -0.922424959957217
A669 0 -0.260772102778517 -1.27626353370455 -0.209357569533305
A670 1 1.71391337570886 -0.725562413015877 -0.791383248337132
A671 0 2.18506949797715 1.95864204332447 0.536852307748845
A672 0 -0.81739696745416 -1.41013397413585 -1.16930989309098
A673 1 3.84880348321679 -0.470271587225034 -0.178384729244488
A674 0 -1.86871735287298 -1.1992228262474 0.235010317027564
A675 0 -1.21932255282239 0.087365254497355 0.146610227256117
A676 1 3.2212674955559 1.12718160140431 -1.04696403339925
A677 0 3.21799574874311 -0.375519263652974 1.0035867227315
A678 1 4.69500879005994 0.755319028108046 -0.0284218543760235
A679 1 2.6413097501379 -1.2953543303133 2.03456991640184
A680 1 6.1397365061026 1.9833275305594 0.8538876144731
A681 0 2.58789940276936 1.23182962599155 0.27025294441146
A682 0 2.49201974440905 1.19060643231975 -0.395543005104158
A683 1 5.50675868619886 1.56570566194726 -1.6150665548127
A684 1 3.61955008653124 0.540187098201376 -0.33040933063427
A685 0 0.862207325492101 -0.743655441517195 0.734397799104344
A686 1 5.23954487139944 0.881964302401482 2.1070709859469
A687 0 1.88108835085754 0.394537595803475 -0.927048243590274
A688 1 3.73039692996206 1.13659915160783 -1.00974738928953
A689 0 -1.44312080814558 0.117655067962339 0.795447678314166
A690 1 6.65758080872342 1.35708264083687 1.32398799623336
A691 1 3.33535760655624 0.703958233859044 0.876039769474849
A692 1 5.21345837450313 0.549745292527969 0.685503028312654
A693 0 2.87188493449194 0.911224934228555 0.25106298408207
A694 1 4.63231726251021 -0.662601885225816 1.51805067385338
A695 0 0.70263982101908 -0.892469282640746 0.240336845284677
A696 0 -1.84096286983885 -0.031317806612682 -1.15104407018302
A697 0 1.30505712046262 0.20054577742382 -0.647898373978935
A698 0 3.27311963723378 1.16608114001958 1.51873656935307
A699 1 6.0975677417242 1.55354160815873 1.01160807345319
A700 0 -0.397438882913377 -0.427437311898393 -0.354322151936967
A701 0 -1.16526836918545 -1.30311513503265 -0.805458146268652
A702 0 1.29546477122989 -0.298865619329543 0.413316635088014
A703 0 0.702223464058592 -0.484544401061627 0.520447520828345
A704 1 2.46258149798482 -0.208973769502183 -0.145624015592076
A705 0 1.89980475080814 -0.066031927429721 0.349007242882827
A706 1 3.55057411869634 0.552096399509535 1.05048539122303
A707 0 1.11185570548983 -0.443346245306583 -0.215656587072695
A708 0 0.944810332816066 -0.652112176456964 1.00666977981829
A709 0 2.57118479144413 0.832007387747708 -0.542611528027149
A710 1 0.113753983556231 -1.46952321865972 -1.0035621352798
A711 0 0.837604372147215 -0.167253117953391 0.359192418232572
A712 1 4.15381404546036 -0.00711782711364682 -0.40752185270488
A713 0 -1.93030826549766 -1.45458220577196 -0.315399374821749
A714 0 2.57827647774155 1.1090723621533 1.23394016473367
A715 1 1.19356977809421 -1.52435331587869 0.295406354576215
A716 1 1.23493964509979 -1.09278751839065 -0.0701289628617401
A717 0 0.335693786148559 -0.324474398965626 0.330471315429624
A718 0 0.95351548628778 -0.43961614046715 0.449093500254495
A719 0 0.357256385357038 -0.795845374669597 0.11522520977221
A720 0 -0.190946925131231 -0.339885066352834 -2.21152503085197
A721 1 3.18185063856366 -0.964196676717754 0.882712314571149
A722 1 2.83397530853848 -0.342452623888035 -0.483424768880396
A723 0 2.42191839118404 -0.756287853391487 0.59695543569184
A724 0 1.46038128616502 1.88078541674986 -1.36353040917145
A725 1 4.82109348451286 2.02543761995095 -0.101917994388272
A726 0 0.875581515358943 1.81744303210496 -0.451479255239078
A727 0 -0.954800883353765 -0.552847604744482 -0.88817662219587
A728 0 1.55271556556786 -0.483096206113137 0.580274468375763
A729 1 4.17158121260636 1.37117648102651 -0.34302580410948
A730 0 -0.168822228554195 0.449304583482728 -0.349421155676234
A731 0 3.0171431455248 0.382291939105758 -0.646659689813564
A732 0 1.81921079849957 0.26386938791022 0.222828042427464
A733 1 3.15311381893811 -0.464339030254397 1.07141923098368
A734 0 -0.163693829095196 -0.971983918323087 0.558060289203942
A735 0 -1.87792518353964 -1.92554239019434 -1.19020291360222
A736 1 2.27398261667686 -0.907701530139945 -0.58293367880634
A737 0 0.721554751157098 0.816453478571889 -1.18765854822166
A738 0 1.62263504881314 0.200163258107611 -0.847453247034176
A739 0 4.16643468291603 1.60517357823969 0.708883522953377
A740 1 3.90719842830968 1.10460969684579 -0.542860981785493
A741 0 2.79588943024387 1.91316147108792 -0.625662610884869
A742 1 2.85504249970968 -0.780556768272147 1.96144993334876
A743 0 2.19775033272545 -0.389772902608056 -0.0595731597419205
A744 1 2.72400527990325 0.628012020377993 -0.457248344294895
A745 0 2.82373095774317 0.458449166095714 -0.477987482560198
A746 1 0.767248321322215 -1.34393954627468 0.198886671909329
A747 0 0.184700283860503 -0.31841489555812 -0.0280595366164711
A748 1 3.59393596409566 -1.40984279428545 2.11541762664429
A749 1 4.65379217550778 1.63344660222954 -0.849240185847022
A750 1 1.9709577013426 -0.546099289187591 0.403424076886338
A751 1 4.19711387183151 1.04566330257202 0.233102735250938
A752 1 4.92930340433751 1.13900173872606 1.45587343872636
A753 0 2.91410415699088 0.487898913690877 0.720163032179035
A754 1 5.62955625603311 0.848194698934617 -0.137683690038622
A755 0 -0.573486751756067 -0.546189521713324 -1.25030250623679
A756 1 4.84884941055158 1.07815939752839 -0.311141813966604
A757 0 1.77170271767033 0.00177624031477867 -1.95458579359767
A758 0 0.973782386786143 0.311060794516366 0.245993358750136
A759 1 2.01231757787619 0.2677971712092 -0.319839231332707
A760 0 -0.445049971281602 0.043565627938017 -1.03429547658568
A761 1 1.4054010183099 -0.938025263984197 -0.674813792359881
A762 0 -2.49221256831131 -1.61771878742061 -2.21693192680625
A763 0 0.66343477596082 0.741459593798303 -0.413168186501875
A764 0 1.50665532144408 -1.16134205990737 -0.872540712965709
A765 1 4.98552659742256 1.45553521746294 1.56428661462338
A766 0 2.37916144962372 0.746843751034687 0.0122869284411028
A767 0 3.98176520702733 1.24177655087955 -1.28136423246613
A768 0 0.332516189798119 -0.523508532908447 -0.696540186991166
A769 0 -0.360014567240838 -0.161881630483033 -0.462329252345068
A770 1 3.98709011562497 -0.344461658255538 1.11164672745216
A771 1 3.32923072516286 0.938589311372364 0.120336088793658
A772 0 0.0860750706856002 -0.0964465832879286 0.864034476137735
A773 0 1.03084994714579 -1.03348232115446 1.49874923200368
A774 1 6.12476311679007 1.48338447325223 -0.101930881121856
A775 0 -2.34211973409979 -1.52833005694393 1.08484196551512
A776 0 2.01644316129165 0.570417825895738 -0.93911494707612
A777 1 3.96042699093166 0.635849336505207 -0.224690136305644
A778 0 0.629385103619098 -0.492601414233864 -0.128033620864681
A779 0 0.378361205179879 0.481221004429599 -0.972279900637138
A780 0 2.97252539795435 -0.324260280131447 0.51522910070594
A781 0 4.69293604505234 0.249813916166896 -0.378962944627331
A782 1 2.187207084641 -1.6354618828586 0.383942702390335
A783 1 3.26929138430379 -0.186450604652343 0.153489538578115
A784 0 3.38785208755347 0.220556710135192 0.408343746278063
A785 0 4.4673135181596 2.10858302941852 1.06497770122802
A786 0 2.40320236602713 0.0912023172785232 0.0423521187060875
A787 0 0.572543779626823 -1.26840628251825 1.72071360568487
A788 0 0.99176097400968 0.180716963406351 0.723523081940649
A789 0 2.6837369147556 1.4137566291462 0.554418602879114
A790 0 0.687524915192505 -0.652178294540915 -1.58568927238986
A791 0 -1.60940401979538 -0.0486843686039986 0.0280104986287272
A792 0 3.63860795784263 0.727227926929958 0.336043274704345
A793 0 2.49914545644744 1.66838796498786 -0.31725390763576
A794 1 1.01763640818815 -1.50199415567034 -0.332993485033253
A795 0 1.67658573503985 1.43589644198215 -0.0812068684409935
A796 1 3.70151233067885 0.617279928039407 -1.42065986528757
A797 0 -0.492380189060554 -0.419386363171584 -0.74770131442945
A798 0 -0.797008512763156 -1.40018264057471 0.441746421039904
A799 0 2.04211491425223 0.407641382357931 -1.88484334356732
A800 1 4.28796856544068 -0.464746698881856 0.256570685232444
A801 0 1.85384514076426 -0.489709793028085 0.665139374391665
A802 1 4.76576915070505 0.137017941832899 -0.100589509553691
A803 0 1.52434163113828 1.24004001740411 -0.313809491576723
A804 0 0.605887316423181 -0.947843832577043 0.0962614094472267
A805 0 2.69991031291698 0.337573188245502 0.56321396605976
A806 0 -1.20214304037891 -0.603951417072933 -0.1071222938193
A807 1 5.894576032296 1.79864659075464 0.335419620690192
A808 0 -0.946180380190899 -1.99500097077619 -0.692480483884602
A809 0 0.447275755364092 -0.0773939206293272 -0.876353621029286
A810 0 -0.501781421524982 -0.287081032704542 -0.64665706690911
A811 1 5.32643348162603 0.784074783449766 1.34264798869188
A812 1 1.68871278972112 0.631725064282915 -0.0278391161096385
A813 0 1.82103572346205 0.489540131761489 1.35152558410028
A814 0 0.150389596412343 -2.07924578399768 0.5382669878087
A815 0 0.881968987123212 -0.622749887810685 0.47649432128752
A816 0 -0.277008906726308 -2.30919337166191 0.702839891522476
A817 0 1.31917668945358 -0.786435288451047 0.651517925997872
A818 1 5.95246358314425 0.761839175478484 0.0578150285498748
A819 1 3.03635714982958 -0.369296790093218 -0.494272933127328
A820 1 3.12825820609277 0.938294735399832 0.44468195584239
A821 0 2.21924057450279 1.52023761141722 0.460149864335154
A822 1 3.45153813982466 1.35253383012906 -0.456866750316319
A823 0 0.652572229685025 -0.11419453751419 -0.085917656609187
A824 0 2.35500419400866 -0.74348466394083 1.51199941062734
A825 0 2.95430946989849 -0.3208833302483 1.75703079786362
A826 0 -1.27340922846614 -2.68081780337873 -0.573788654844342
A827 0 0.724497491373565 -0.635737754014662 -0.0555072705541817
A828 0 0.720596332596657 0.133341073714595 0.54604338906102
A829 0 1.90229598238406 -1.10452662189631 1.49703325202333
A830 0 -0.130412295477964 -0.797721885808767 -1.82462746536912
A831 1 2.50546839580399 -0.0345053764396366 0.311667214512795
A832 0 -1.84022716443187 -0.721565277641165 -0.53786578671315
A833 1 3.13362263243653 0.413448103836851 0.0443501630240373
A834 0 -0.589467177858147 -1.73002622410691 0.34072951750787
A835 0 0.530640718252869 -0.160965711196162 -0.678023377205211
A836 0 3.90251378566506 2.19923261221671 0.566808323635004
A837 1 4.70523376201754 1.34165278411355 -0.600627537869255
A838 0 -0.193684425399721 -1.62902221275939 -0.821292121519961
A839 1 4.55130646224274 1.42811925737976 -0.0453725520351908
A840 0 0.673475907398377 -0.651168380641395 -1.75948279013213
A841 0 0.937375949226376 0.148367811304274 -0.572349501647714
A842 1 5.35391585192485 1.54934259727283 -0.213759058523279
A843 0 1.01510943132177 -0.700869250056299 -0.208383963805423
A844 1 2.6704155671249 0.196875743432674 -0.699987255919314
A845 1 1.6499957101319 -0.64657789320204 -0.0287015618825553
A846 0 -0.766522745279467 -0.97588173831284 -0.638895804255837
A847 0 4.26732185092986 1.92651222353984 -0.77982869675459
A848 0 0.109875496736606 -0.380953870443106 0.518762063199418
A849 0 3.16309831941701 -0.39912195953281 -1.08505566950937
A850 1 5.63523862846001 0.475827402307324 0.685288810233317
A851 1 4.35553910677913 1.29297761695956 0.601075445488651
A852 0 2.89689794826606 1.08474114104043 0.588933314375258
A853 0 -0.536275547935014 -0.634764599300922 0.662825512702038
A854 0 1.61969867675889 1.6003489167208 0.439480340137805
A855 0 1.97799058928563 -0.407496696942111 -0.130895645943843
A856 0 3.19915187145773 1.69178784991386 0.733943512782196
A857 0 4.23257603497612 1.48586729415671 0.332965976418286
A858 0 1.25943569286384 -0.195294205698855 -0.491528999416996
A859 0 2.80136609633524 -0.212679555850973 2.15980008670811
A860 1 2.60423156451739 0.0348482062700551 -0.565549182740079
A861 1 6.35250362727456 1.73347444768941 2.40019635672637
A862 0 1.51951305202124 1.26777734893399 -1.91240301753308
A863 1 5.85537243826799 0.707235729775101 1.01005661116218
A864 0 -0.55851998448204 -0.673151683929852 1.08161711065141
A865 1 2.91888077513984 -0.291839352529513 1.53079075801267
A866 0 2.16486576612558 1.72863515457755 -1.36654484940252
A867 1 4.15572974223152 0.208631110792701 1.46661330543792
A868 1 3.84211887669047 0.571671031853653 -0.356676813890185
A869 1 1.3670721874067 -1.46560845469447 1.40478681368195
A870 1 1.56754294828965 0.526488108291339 -0.83686833304557
A871 0 0.0973780836982912 -0.057606868333268 -0.128129963972607
A872 0 -0.162151289889297 0.333104984317349 0.153533657620823
A873 0 2.45229262081516 0.548856768668686 0.141654861649158
A874 0 -1.25298622842586 -1.26139554914175 -1.95042812034164
A875 0 0.826950656340348 -0.358494328473701 -0.726978368043442
A876 1 3.78422683795687 0.225628086456103 -0.559863533301029
A877 1 4.53220457306665 1.91550277153436 -0.688415353338668
A878 0 1.30885022137109 1.01312018480526 -1.52571950269026
A879 0 0.609866022982987 0.522196967973566 -1.71822459488461
A880 0 1.69163432424587 0.828045658805955 -1.51392396209026
A881 0 0.720966293799072 0.534350157414011 -0.303117348422904
A882 0 1.18635233976878 -0.303474225084833 -0.409785557218784
A883 0 1.57084283144488 -0.122342730040754 0.465743216158766
A884 0 0.778695955314546 -0.841356782188383 -0.048264159417009
A885 0 -0.193950233535339 -0.0536057566353681 -0.360562443112337
A886 1 3.14241832314036 -0.190786875287318 0.878955847596917
A887 0 2.15997131503953 -0.0474248314663723 -0.568132806748203
A888 0 -0.858053736912565 -0.93918694152685 0.133297038314495
A889 0 1.44338929798888 0.646798153724537 1.19485646198403
A890 1 3.1042738713427 -0.276834142519395 -1.28725218848513
A891 1 7.8102039195454 2.03860937258377 -0.174779325636504
A892 0 1.85178599592774 0.67400959282492 -0.598976728857238
A893 0 1.8993660430376 -0.0167524734473863 0.202722073027418
A894 0 1.78547359309922 -0.529914926837932 0.114858977996847
A895 0 0.0791738050590398 -1.88745955989649 -0.269873564862339
A896 0 -0.836165013214733 0.142353184296336 -1.46818278785576
A897 0 1.24667252137242 -0.841578569339828 -1.48842353671628
A898 1 4.17639977489266 0.619845993996755 0.482909070323282
A899 0 0.286217176050016 -0.602054269949919 -0.713088950394757
A900 0 1.69372713144634 0.258465176167488 0.223772273963572
A901 0 3.64186760397849 0.869924460312173 0.312782401527164
A902 1 3.01511347642901 -0.105048809898599 -0.147933443031076
A903 0 2.84264445510226 1.58351355298518 -0.290358533403103
A904 0 0.398705209946481 -1.2457555782631 -0.795834642354098
A905 1 3.81931111660925 1.03027588225982 0.747687504880604
A906 0 1.64871873622191 2.52781488518692 -0.673860658125459
A907 0 2.03797572640961 0.0075241534070285 -0.470248082067457
A908 0 1.72373108918594 -0.148446754691122 -0.109902559953567
A909 0 1.61110643840881 1.07915477749871 -0.0404526313953626
A910 0 -0.64448857209358 -0.620732579658216 0.770597343166949
A911 0 1.82067142110723 1.33002385058279 -0.326166935808015
A912 0 1.04196251777014 -1.20806695258457 -0.139639939592468
A913 1 4.68347553616607 1.15810257680745 0.0102122743255455
A914 1 1.85102839407773 0.0487577345847652 0.920757266379883
A915 0 1.27425638836039 -0.352264366690302 -0.149188955653875
A916 0 1.00011670973027 -0.0784539080673365 0.0600368965816096
A917 1 3.94101023898026 0.957724330814053 -0.601533408650905
A918 1 6.63805551882547 2.28117106645957 1.33209059826854
A919 0 1.15020462681386 -0.206385601924293 1.13181538481314
A920 0 -2.20909292030338 -1.2185391469697 -1.04633799238339
A921 0 0.0655425496440396 -2.13771310445273 1.0362589060978
A922 0 -0.776899725464869 -0.904445345978506 -0.47081847246691
A923 0 2.39426336502639 0.579767055418117 0.696982907110414
A924 0 0.749353996536922 -0.262049803293478 0.570064044471491
A925 1 4.86568790452755 0.211711198730068 0.401028164682306
A926 1 3.11260315709582 -1.68303939735371 2.9555131733822
A927 0 -0.89436965876491 -1.00714582399481 0.26168301942066
A928 0 -0.0154593788978184 -0.364252830920579 -1.42612843200587
A929 1 1.40349718774327 -1.03777561399497 0.583921929415678
A930 1 1.2882918037396 0.0271684006596195 0.470873226594748
A931 1 3.28912551286577 1.24137135065492 -1.70120480337066
A932 0 1.14665956978889 -0.843989863528157 -0.112260186252896
A933 1 3.16724393732647 0.805752870469055 0.534188192123295
A934 1 4.31140327835102 -0.916908664121166 1.33271424635271
A935 0 2.52527933120739 0.787167724393574 0.198893725745937
A936 0 2.03310064778198 0.67894332634478 -1.75458147674146
A937 0 3.60752434812601 0.149605442845448 -0.460867240015488
A938 0 1.3493027436046 0.551631939548482 1.96791332014134
A939 0 0.836613210228633 -0.745230433463321 0.849259661319488
A940 0 0.670392470343459 -0.493764240164491 0.697461849588498
A941 1 4.28367615970504 0.310822433402675 -0.350319196600278
A942 0 4.8760990591938 0.485115935951575 -0.309435996626966
A943 0 2.22511318300099 1.08097046657057 0.629275341108639
A944 1 4.82669235886104 0.571460157158164 -0.607248820490711
A945 0 -1.00962493883058 -0.844781828640106 -1.18472420599853
A946 0 -1.44923144827111 0.656391437390385 -0.943705834275824
A947 0 1.11652850082382 -0.550706016273403 1.78770445919039
A948 0 -0.166190245888221 -0.528508873231586 -0.819937885885373
A949 1 2.70287814795217 -0.114457176871662 -0.695110453954912
A950 0 -1.08374811390169 -0.461731005624122 -0.744374038682936
A951 1 6.1378208562088 1.31860425365221 0.842106004851588
A952 0 0.669449973553262 -0.229822988226858 -0.178751446369552
A953 1 5.00748563156308 1.62683011763512 0.100888219648111
A954 0 2.70247134585753 -0.799477027827247 0.415761641345536
A955 1 4.57376473650319 1.02880652818579 0.0500964610696054
A956 0 1.79449521244146 -0.0314103850369329 -1.23761363673175
A957 0 1.82061751741956 -0.54670671995599 0.387889435801915
A958 0 1.67495757917739 0.203063221834915 -1.00246687138087
A959 1 -0.135564773532222 -1.53384202062684 0.429949864066
A960 0 -0.0636998484509826 -0.739465304819946 0.694319764234866
A961 1 3.80665305521475 -0.869390587560247 0.89346528172287
A962 1 5.51945789881982 1.50874940594239 -0.222037429477203
A963 0 0.319683042675924 -0.752317253747825 -2.97194437899917
A964 0 1.75791049061393 -0.230978018471709 -0.575225468111133
A965 0 1.42284047230263 -0.912174267314739 0.965561311412825
A966 1 4.90757473036882 0.595203029516517 1.99634783963058
A967 1 5.22453361669975 2.00460151424923 -0.762207072968054
A968 0 3.5169927202463 0.367562003507485 2.41694689088205
A969 1 3.36163102853586 1.03332209513273 -0.382022693759584
A970 0 0.884448066067662 -0.134964603119384 0.106037037445286
A971 1 1.65488533614324 -1.4230717041482 -0.326582261149498
A972 0 1.08930910638324 -0.489236416992535 0.524031459806453
A973 1 3.49262754156539 0.946874227073457 0.944979337253446
A974 1 4.88815693531235 1.36654356773811 0.988613101027828
A975 0 1.2789202031941 -0.683277281288068 0.975664727797253
A976 1 1.9647400549552 -1.49640948531974 0.0680389979704882
A977 0 1.43638188908104 -0.978067536268615 0.488878160065178
A978 0 2.07647077529886 -0.175288201996677 -0.591451709227124
A979 0 2.59126002947521 0.983121348607822 1.02710493011586
A980 1 4.05339203556957 0.640885098534452 1.20893522896343
A981 1 4.32503024763825 1.09072272748168 -0.632460586708085
A982 1 3.43106712145206 1.06924881108803 -0.24449190300914
A983 1 5.5463925787939 0.775915593113472 1.28437397612446
A984 1 8.73030736731747 1.92850002744782 1.70810041939686
A985 0 0.23843117014197 -0.56917182741063 -0.262076059304478
A986 1 5.24173114860215 1.06788085145194 0.856307570733186
A987 0 -0.775658309274984 -1.070748446018 -0.123635860102477
A988 0 -0.0297280699387768 -1.00951322146368 -0.803954501844905
A989 0 0.589330925311637 -0.558183663121911 -0.344343779529638
A990 1 5.77029360583023 -0.131463863494011 -0.0950901087407466
A991 0 -0.0719617102973836 -0.30062095595203 -2.70746354034232
A992 0 -1.40360364026772 -1.61448146221022 -2.69832173689902
A993 1 5.85296109279102 0.615175313797679 2.09575422228721
A994 1 5.54003556105853 1.95210144782541 -0.0727636831015628
A995 0 0.98280755161789 -0.516979677735431 0.412579035201519
A996 0 3.66819982568109 1.19939503660492 -1.4781046104454
A997 0 -0.741470921630646 0.118172573598171 -0.431288232800686
A998 0 0.155641032414727 -0.183462158485149 -0.706456332004281
A999 1 1.34187811331642 1.3525768847988 -1.57008572642279
A1000 0 2.87732615030574 0.757787516425879 -0.243530424315441
A1001 0 2.67547379478416 1.27546685647882 -0.274915226946985
A1002 1 1.6938975097898 -0.153328935350512 -0.745637488970643
A1003 1 2.77638520057774 0.241887372893435 0.414931659453591
A1004 0 -0.356787561085575 0.269280390148491 -1.3613526792595
A1005 0 2.28535264338074 1.50587557781982 -1.14886032117763
A1006 0 1.13589816253917 0.114762278502296 -0.301073680677251
A1007 1 2.75105294509085 -2.04601866148539 2.14334350892222
A1008 0 2.38322645185167 0.327654242695235 -0.433338194862339
A1009 1 4.94602652616977 1.6139059002452 0.402636697438737
A1010 1 7.281628415991 1.07846425928094 1.85392753058713
A1011 1 4.45706321261314 0.719134374353703 0.0343933751731452
A1012 0 0.34484138017213 -1.28228628035637 0.20040806422209
A1013 0 0.612132855145937 0.79812639934349 -1.49031114941861
A1014 0 0.98884837996241 0.500006198527107 1.09790679458276
A1015 1 3.76397251085936 0.0226519573904623 0.144538105208844
A1016 0 1.43068844043565 -1.39378760640742 1.03966365595706
A1017 1 2.00007333121182 0.749254732751001 1.0922765482031
A1018 0 1.41550519067788 0.0449813374121565 -0.854569173184835
A1019 1 0.908123071140733 0.699403523792739 -0.320381044897346
A1020 0 3.03698297296802 -0.357381007116451 -0.562844638789773
A1021 0 -1.49092835743231 -0.760305485570932 -1.13926472427938
A1022 0 2.12204880239819 0.480443107088763 0.846403709506181
